customer_id,signup_date,tenure_days,subscription_tier,monthly_reoccuring_revenue,company_size,industry,logins_30d,session_duration_avg,features_used,power_feature_usage,days_since_last_login,support_tickets_30d,ticket_sentiment,net_promoter_score,payment_failures,usage_vs_plan,churned
cust_03718,2025-01-12,232,basic,49,51-200,finance,15,46.2,6,0,1,1,0.5,7,0,0.64,0
cust_03719,2024-05-08,481,basic,49,1-10,retail,12,29.0,9,3,1,1,0.36,7,0,0.5,0
cust_03720,2023-11-07,664,basic,49,11-50,retail,11,10.0,12,4,2,0,0.76,9,0,0.64,0
cust_03721,2023-11-06,665,basic,49,51-200,other,16,18.3,14,2,1,0,0.32,7,0,0.57,0
cust_03722,2024-01-17,593,free,0,51-200,other,10,74.7,10,0,0,0,0.32,7,0,0.87,0
cust_03723,2025-04-29,125,basic,49,1-10,healthcare,18,39.8,12,2,0,0,0.9,7,0,0.66,0
cust_03724,2025-02-24,189,basic,49,1-10,tech,18,36.5,8,0,0,1,0.4,9,0,0.6,0
cust_03725,2024-04-05,514,premium,199,1-10,retail,11,43.5,8,1,6,0,0.37,9,0,0.54,0
cust_03726,2024-03-17,533,free,0,51-200,tech,18,29.1,8,0,0,0,0.33,10,0,0.86,0
cust_03727,2024-02-10,569,free,0,11-50,tech,14,26.1,12,0,3,0,0.8,8,0,0.5,0
cust_03728,2023-10-27,675,free,0,200+,healthcare,11,58.3,8,0,0,0,0.27,8,0,0.8,0
cust_03729,2025-06-05,88,basic,49,1-10,other,25,99.2,10,2,1,0,0.72,10,0,0.72,0
cust_03730,2025-06-15,78,free,0,51-200,healthcare,14,30.6,7,0,7,0,0.66,9,0,0.43,0
cust_03731,2024-06-10,448,premium,199,11-50,healthcare,16,20.6,5,2,0,0,0.53,7,0,0.45,0
cust_03732,2024-07-08,420,basic,49,1-10,finance,2,6.3,4,1,14,1,-0.24,6,0,0.11,1
cust_03733,2025-02-08,205,basic,49,51-200,tech,14,67.8,9,3,3,1,0.43,7,0,0.62,0
cust_03734,2024-04-22,497,free,0,11-50,other,11,50.6,6,0,3,0,0.88,7,0,0.72,0
cust_03735,2025-07-02,61,premium,199,1-10,retail,14,22.0,11,0,6,1,0.88,7,0,0.86,0
cust_03736,2024-10-21,315,free,0,11-50,finance,17,18.0,5,0,6,1,0.73,7,0,0.49,0
cust_03737,2024-01-20,590,basic,49,11-50,healthcare,19,92.8,6,1,0,0,0.2,7,0,0.93,0
cust_03738,2024-12-24,251,free,0,51-200,tech,19,79.0,4,0,3,0,0.31,7,0,0.79,0
cust_03739,2024-10-30,306,free,0,11-50,tech,16,17.6,6,0,1,0,0.31,7,0,0.67,0
cust_03740,2024-11-27,278,premium,199,11-50,retail,17,24.8,7,1,4,1,0.52,7,0,0.81,0
cust_03741,2023-12-24,617,free,0,51-200,tech,26,38.1,10,0,4,1,0.88,8,0,0.79,0
cust_03742,2024-06-12,446,basic,49,1-10,healthcare,12,18.7,7,4,1,0,0.73,9,0,0.71,0
cust_03743,2025-03-29,156,free,0,1-10,healthcare,15,27.1,5,0,0,0,0.64,10,0,0.66,0
cust_03744,2025-03-29,156,basic,49,11-50,healthcare,13,45.4,12,4,1,0,0.52,7,0,0.63,0
cust_03745,2024-11-25,280,free,0,11-50,tech,19,62.2,7,0,2,1,0.67,10,0,0.64,0
cust_03746,2024-07-03,425,basic,49,11-50,finance,15,92.6,14,3,0,0,0.25,8,0,0.69,0
cust_03747,2024-05-11,478,free,0,11-50,healthcare,12,13.0,12,0,1,0,0.43,9,0,0.62,0
cust_03748,2024-10-07,329,basic,49,11-50,tech,10,35.4,6,2,3,0,0.71,9,0,0.92,0
cust_03749,2024-06-06,452,free,0,51-200,healthcare,2,8.9,1,0,10,3,0.42,8,0,0.6,1
cust_03750,2023-09-23,709,free,0,11-50,healthcare,4,15.1,4,0,0,0,0.53,8,0,0.5,1
cust_03751,2025-05-01,123,basic,49,11-50,tech,24,56.7,5,1,0,0,0.68,9,0,0.58,0
cust_03752,2025-02-13,200,free,0,1-10,healthcare,1,5.0,4,0,13,0,0.62,10,0,0.55,1
cust_03753,2024-12-29,246,premium,199,51-200,retail,2,8.5,4,0,96,1,0.32,9,1,0.31,1
cust_03754,2024-11-25,280,premium,199,11-50,retail,17,32.9,13,1,0,1,0.52,8,0,0.83,0
cust_03755,2023-10-19,683,free,0,11-50,tech,11,41.9,3,0,15,0,0.49,9,0,0.87,0
cust_03756,2024-05-19,470,premium,199,51-200,retail,22,84.9,10,1,1,1,0.23,8,0,0.77,0
cust_03757,2025-06-13,80,basic,49,51-200,tech,8,21.1,8,1,1,0,0.48,10,0,0.67,0
cust_03758,2024-07-15,413,basic,49,200+,healthcare,12,42.3,7,5,4,1,0.83,8,0,0.82,0
cust_03759,2024-01-26,584,free,0,11-50,retail,14,61.2,8,0,1,0,0.35,8,0,0.76,0
cust_03760,2024-01-13,597,basic,49,11-50,tech,17,13.6,11,2,2,0,0.29,9,0,0.73,0
cust_03761,2025-05-26,98,free,0,11-50,other,3,11.5,2,0,16,0,0.26,9,1,0.42,1
cust_03762,2024-07-18,410,free,0,51-200,healthcare,11,38.7,5,0,2,1,0.43,10,0,0.48,0
cust_03763,2023-12-24,617,free,0,1-10,tech,3,17.4,1,0,5,2,0.38,9,1,0.22,1
cust_03764,2025-06-24,69,basic,49,11-50,healthcare,17,10.0,9,4,7,0,0.49,7,0,0.5,0
cust_03765,2024-08-16,381,free,0,51-200,finance,2,5.0,3,0,0,2,0.65,7,0,0.4,1
cust_03766,2025-05-13,111,premium,199,51-200,tech,20,22.4,13,2,2,0,0.23,8,0,0.67,0
cust_03767,2025-05-28,96,premium,199,1-10,retail,1,5.0,1,0,11,0,0.87,10,1,0.34,1
cust_03768,2024-03-19,531,basic,49,11-50,tech,2,5.0,4,0,0,1,0.7,10,0,0.21,1
cust_03769,2025-06-09,84,free,0,51-200,tech,12,22.2,9,0,10,0,0.28,9,0,0.83,0
cust_03770,2024-05-14,475,free,0,11-50,finance,13,18.0,9,0,2,0,0.51,9,0,0.47,0
cust_03771,2023-11-09,662,basic,49,51-200,other,16,16.7,12,2,3,0,0.46,7,0,0.81,0
cust_03772,2025-05-10,114,basic,49,11-50,finance,16,108.5,6,0,0,1,0.57,7,0,0.42,0
cust_03773,2024-11-09,296,free,0,51-200,tech,10,45.6,9,0,0,2,0.61,8,0,0.58,0
cust_03774,2025-01-08,236,free,0,51-200,healthcare,14,12.3,7,0,2,1,0.49,7,0,0.79,0
cust_03775,2023-09-20,712,free,0,11-50,healthcare,9,91.3,6,0,0,1,0.23,9,0,0.6,0
cust_03776,2025-01-05,239,free,0,11-50,healthcare,14,50.9,6,0,10,1,0.8,7,0,0.52,0
cust_03777,2024-05-19,470,basic,49,51-200,tech,13,81.8,11,4,0,0,0.73,9,0,0.88,0
cust_03778,2024-05-31,458,free,0,1-10,tech,2,6.6,3,0,1,0,0.78,8,0,0.36,1
cust_03779,2023-09-08,724,basic,49,11-50,other,14,26.9,6,1,1,0,0.56,9,0,0.4,0
cust_03780,2023-09-26,706,premium,199,51-200,tech,14,10.0,8,1,1,0,0.54,10,0,0.57,0
cust_03781,2024-12-27,248,premium,199,1-10,retail,18,53.2,8,1,2,0,0.67,10,0,0.65,0
cust_03782,2023-11-21,650,premium,199,1-10,tech,10,17.3,5,3,1,0,0.21,8,0,0.89,0
cust_03783,2024-05-13,476,basic,49,51-200,healthcare,13,18.7,6,0,3,1,0.65,10,0,0.41,0
cust_03784,2024-09-03,363,free,0,1-10,finance,1,5.8,1,0,0,1,0.83,9,0,0.13,1
cust_03785,2024-06-25,433,free,0,1-10,healthcare,9,19.6,8,0,5,0,0.22,7,0,0.94,0
cust_03786,2023-11-11,660,basic,49,1-10,finance,11,21.3,8,4,1,0,0.53,10,0,0.85,0
cust_03787,2025-01-19,225,free,0,51-200,other,23,18.8,9,0,2,2,0.79,7,0,0.94,0
cust_03788,2024-04-19,500,basic,49,51-200,tech,15,59.6,7,0,0,0,0.46,7,0,0.8,0
cust_03789,2024-12-27,248,basic,49,200+,finance,17,55.0,10,1,1,0,0.78,7,0,0.52,0
cust_03790,2025-07-14,49,free,0,51-200,other,1,5.0,5,0,20,1,0.89,7,0,0.12,1
cust_03791,2024-01-15,595,basic,49,1-10,finance,11,24.4,5,2,7,0,0.44,8,0,0.89,0
cust_03792,2024-05-20,469,basic,49,11-50,other,13,10.0,7,3,2,1,0.44,9,0,0.58,0
cust_03793,2024-06-15,443,free,0,11-50,finance,25,49.0,9,0,1,0,0.87,7,0,0.84,0
cust_03794,2025-02-10,203,basic,49,1-10,finance,20,42.0,13,3,2,1,0.34,10,0,0.87,0
cust_03795,2023-09-29,703,premium,199,11-50,retail,16,57.4,9,3,7,0,0.88,7,0,0.46,0
cust_03796,2024-11-07,298,free,0,200+,tech,1,6.6,2,0,8,0,0.25,8,0,0.3,1
cust_03797,2023-12-06,635,free,0,11-50,tech,11,15.7,8,0,1,0,0.45,9,0,0.76,0
cust_03798,2024-11-20,285,free,0,11-50,tech,13,56.4,9,0,6,0,0.69,7,0,0.8,0
cust_03799,2025-03-03,182,basic,49,11-50,finance,13,102.8,8,0,1,1,0.32,7,0,0.65,0
cust_03800,2023-12-03,638,free,0,51-200,tech,2,12.9,1,0,7,3,-0.23,5,0,0.41,1
cust_03801,2025-07-05,58,free,0,1-10,healthcare,0,7.1,1,0,18,0,0.22,7,0,0.37,1
cust_03802,2024-11-05,300,basic,49,1-10,finance,12,45.5,6,2,6,1,0.23,8,0,0.85,0
cust_03803,2024-09-10,356,free,0,51-200,healthcare,15,18.9,10,0,2,1,0.48,8,0,0.77,0
cust_03804,2025-04-06,148,free,0,1-10,other,1,5.0,4,0,7,0,0.29,9,0,0.11,1
cust_03805,2024-04-18,501,free,0,11-50,tech,12,10.1,8,0,0,0,0.68,10,0,0.61,0
cust_03806,2024-10-29,307,premium,199,51-200,tech,1,5.0,3,0,6,0,0.48,9,0,0.52,1
cust_03807,2024-08-04,393,free,0,51-200,healthcare,21,43.3,11,0,12,0,0.64,10,0,0.68,0
cust_03808,2024-07-29,399,premium,199,200+,retail,20,95.5,5,5,1,0,0.28,8,0,0.51,0
cust_03809,2024-03-21,529,premium,199,51-200,tech,1,5.0,1,1,14,0,0.28,10,0,0.37,1
cust_03810,2024-03-04,546,free,0,1-10,finance,13,57.3,3,0,0,0,0.21,8,0,0.93,0
cust_03811,2023-10-28,674,free,0,200+,finance,3,5.0,5,0,29,1,0.06,4,1,0.19,1
cust_03812,2025-01-22,222,free,0,1-10,finance,16,10.0,14,0,1,2,0.38,9,0,0.68,0
cust_03813,2024-10-17,319,free,0,11-50,retail,15,10.0,4,0,1,0,0.24,9,0,0.87,0
cust_03814,2024-09-14,352,free,0,51-200,other,20,19.3,6,0,0,2,0.3,10,0,0.57,0
cust_03815,2025-06-23,70,basic,49,11-50,finance,12,103.9,4,0,2,0,0.41,9,0,0.51,0
cust_03816,2024-09-21,345,basic,49,11-50,tech,19,12.5,8,0,1,0,0.62,8,0,0.81,0
cust_03817,2024-02-18,561,free,0,11-50,retail,0,6.3,1,0,27,1,0.29,7,0,0.44,1
cust_03818,2025-05-12,112,basic,49,51-200,healthcare,20,36.0,6,0,1,0,0.71,10,0,0.69,0
cust_03819,2025-04-12,142,free,0,51-200,other,19,48.9,6,0,0,0,0.33,7,0,0.57,0
cust_03820,2025-04-10,144,free,0,11-50,healthcare,10,82.2,13,0,0,0,0.58,8,0,0.82,0
cust_03821,2023-09-05,727,free,0,11-50,tech,1,5.0,4,0,25,0,0.76,7,0,0.3,1
cust_03822,2023-12-27,614,free,0,11-50,tech,17,46.6,9,0,1,0,0.28,9,0,0.85,0
cust_03823,2024-02-17,562,basic,49,1-10,tech,4,5.0,4,1,37,8,-0.15,0,0,0.35,1
cust_03824,2025-01-24,220,free,0,200+,finance,4,15.1,4,0,25,0,0.53,7,1,0.18,1
cust_03825,2024-08-07,390,basic,49,1-10,finance,8,54.4,10,0,0,0,0.62,9,0,0.6,0
cust_03826,2025-06-14,79,free,0,11-50,other,17,120.1,6,0,0,0,0.21,10,0,0.76,0
cust_03827,2024-03-16,534,basic,49,1-10,retail,21,10.3,4,1,4,1,0.75,8,0,0.67,0
cust_03828,2025-03-17,168,basic,49,1-10,finance,16,15.3,6,1,1,1,0.42,8,0,0.82,0
cust_03829,2025-04-10,144,premium,199,1-10,tech,14,81.1,10,4,1,0,0.56,10,0,0.91,0
cust_03830,2024-12-28,247,basic,49,1-10,tech,22,117.8,4,2,1,0,0.62,10,0,0.93,0
cust_03831,2024-02-03,576,basic,49,11-50,other,15,22.0,5,4,0,0,0.21,7,0,0.62,0
cust_03832,2024-07-31,397,free,0,11-50,healthcare,1,5.0,5,0,78,2,-0.1,5,0,0.37,1
cust_03833,2023-09-17,715,free,0,11-50,other,2,23.9,4,0,21,7,-0.29,4,0,0.5,1
cust_03834,2024-09-03,363,premium,199,51-200,retail,19,61.0,11,4,3,0,0.32,9,0,0.5,0
cust_03835,2024-09-10,356,basic,49,1-10,retail,18,28.2,7,4,0,0,0.29,7,0,0.59,0
cust_03836,2025-06-09,84,basic,49,1-10,tech,0,5.0,6,1,5,2,0.44,9,0,0.52,1
cust_03837,2024-07-10,418,basic,49,1-10,finance,12,27.6,8,3,2,0,0.79,8,0,0.88,0
cust_03838,2023-12-03,638,basic,49,51-200,retail,16,49.7,12,2,3,1,0.36,7,0,0.84,0
cust_03839,2024-05-01,488,basic,49,11-50,finance,19,12.8,7,1,2,1,0.5,8,0,0.77,0
cust_03840,2025-06-26,67,free,0,1-10,tech,20,10.0,7,0,0,1,0.4,9,0,0.75,0
cust_03841,2025-02-19,194,free,0,200+,healthcare,13,41.0,9,0,0,1,0.21,9,0,0.64,0
cust_03842,2025-01-28,216,free,0,51-200,tech,21,27.1,10,0,3,1,0.59,9,0,0.74,0
cust_03843,2025-03-22,163,basic,49,1-10,other,22,64.3,8,1,5,2,0.23,8,0,0.43,0
cust_03844,2024-12-20,255,basic,49,11-50,tech,18,16.6,10,3,0,0,0.64,9,0,0.91,0
cust_03845,2024-10-19,317,premium,199,51-200,other,16,22.4,5,2,0,0,0.49,8,0,0.76,0
cust_03846,2023-09-22,710,basic,49,1-10,healthcare,14,10.0,6,1,0,0,0.81,10,0,0.48,0
cust_03847,2025-04-07,147,basic,49,1-10,tech,18,16.1,9,3,0,0,0.9,10,0,0.66,0
cust_03848,2024-03-01,549,basic,49,1-10,tech,13,38.5,8,2,1,1,0.38,9,0,0.88,0
cust_03849,2025-07-14,49,basic,49,11-50,other,22,10.0,6,1,2,1,0.21,9,0,0.89,0
cust_03850,2025-01-10,234,free,0,11-50,finance,14,60.6,8,0,3,0,0.89,8,0,0.75,0
cust_03851,2024-03-23,527,free,0,1-10,finance,15,36.7,8,0,8,0,0.89,10,0,0.84,0
cust_03852,2025-01-20,224,free,0,1-10,other,5,5.0,5,0,24,3,-0.4,0,0,0.54,1
cust_03853,2025-01-10,234,premium,199,11-50,healthcare,15,193.8,9,1,0,0,0.45,8,0,0.8,0
cust_03854,2023-12-17,624,free,0,11-50,tech,3,22.2,4,0,2,0,0.39,8,1,0.44,1
cust_03855,2025-07-05,58,basic,49,11-50,finance,14,68.2,6,4,3,0,0.69,10,0,0.85,0
cust_03856,2024-06-30,428,free,0,1-10,tech,21,53.5,3,0,0,0,0.61,9,0,0.91,0
cust_03857,2025-07-01,62,free,0,11-50,finance,2,5.0,3,0,33,0,-0.19,5,1,0.44,1
cust_03858,2024-08-09,388,free,0,200+,tech,9,32.9,8,0,2,1,0.53,7,0,0.84,0
cust_03859,2024-06-19,439,free,0,1-10,healthcare,2,23.6,2,0,1,0,0.24,7,0,0.11,1
cust_03860,2023-12-13,628,free,0,1-10,retail,20,29.4,4,0,0,1,0.86,7,0,0.77,0
cust_03861,2025-03-13,172,basic,49,11-50,other,16,44.8,9,2,1,0,0.56,9,0,0.41,0
cust_03862,2024-12-30,245,basic,49,11-50,finance,2,13.6,5,0,6,1,0.75,8,0,0.47,1
cust_03863,2025-02-16,197,free,0,51-200,tech,19,44.2,11,0,1,1,0.7,8,0,0.57,0
cust_03864,2023-09-07,725,free,0,1-10,finance,3,8.4,3,0,19,3,0.05,5,0,0.22,1
cust_03865,2024-07-31,397,basic,49,1-10,tech,13,79.9,12,0,0,1,0.72,9,0,0.51,0
cust_03866,2024-07-30,398,free,0,1-10,tech,17,80.4,10,0,1,0,0.42,8,0,0.46,0
cust_03867,2024-01-25,585,basic,49,51-200,healthcare,11,47.6,4,0,1,1,0.25,10,0,0.49,0
cust_03868,2023-11-25,646,basic,49,51-200,healthcare,22,25.2,9,2,6,1,0.33,10,0,0.69,0
cust_03869,2025-04-27,127,basic,49,51-200,other,19,45.4,6,2,3,0,0.53,8,0,0.92,0
cust_03870,2023-10-24,678,basic,49,11-50,other,17,14.3,5,3,0,1,0.37,9,0,0.53,0
cust_03871,2024-01-20,590,free,0,200+,tech,27,62.0,10,0,1,0,0.42,8,0,0.9,0
cust_03872,2024-03-04,546,free,0,51-200,finance,14,48.2,6,0,3,1,0.79,7,0,0.8,0
cust_03873,2024-12-25,250,free,0,11-50,healthcare,16,21.7,7,0,4,0,0.42,7,0,0.93,0
cust_03874,2023-12-18,623,basic,49,51-200,other,11,127.4,11,0,5,1,0.54,9,0,0.51,0
cust_03875,2023-12-12,629,free,0,1-10,healthcare,5,10.0,6,0,8,0,0.35,8,0,0.56,0
cust_03876,2024-09-17,349,free,0,51-200,healthcare,20,61.4,8,0,1,1,0.89,8,0,0.91,0
cust_03877,2025-05-13,111,premium,199,200+,finance,11,29.7,6,5,0,1,0.33,9,0,0.69,0
cust_03878,2025-06-11,82,premium,199,11-50,tech,12,17.5,11,1,6,2,0.68,7,0,0.9,0
cust_03879,2023-09-23,709,basic,49,1-10,finance,15,23.3,4,2,0,0,0.31,9,0,0.71,0
cust_03880,2024-09-24,342,free,0,51-200,healthcare,19,26.3,4,0,3,1,0.64,10,0,0.84,0
cust_03881,2024-05-01,488,free,0,51-200,other,11,25.0,9,0,2,0,0.3,10,0,0.58,0
cust_03882,2024-10-18,318,basic,49,1-10,tech,17,44.6,6,0,0,1,0.32,7,0,0.78,0
cust_03883,2025-01-21,223,premium,199,51-200,tech,16,53.9,4,3,3,0,0.4,10,0,0.68,0
cust_03884,2024-01-15,595,free,0,1-10,tech,2,28.6,4,0,30,1,0.4,8,0,0.34,1
cust_03885,2024-01-23,587,free,0,51-200,retail,2,5.0,3,0,5,1,0.34,8,0,0.46,1
cust_03886,2024-04-18,501,premium,199,1-10,retail,21,90.9,12,2,1,2,0.21,10,0,0.82,0
cust_03887,2024-09-25,341,basic,49,1-10,retail,3,5.0,4,1,3,0,0.88,9,0,0.45,1
cust_03888,2025-06-08,85,free,0,1-10,tech,1,20.0,1,0,21,0,0.7,9,0,0.5,1
cust_03889,2024-03-04,546,free,0,1-10,healthcare,17,10.0,10,0,13,0,0.5,9,0,0.89,0
cust_03890,2024-06-05,453,free,0,51-200,finance,2,7.6,3,0,6,1,0.5,10,0,0.15,1
cust_03891,2025-06-14,79,free,0,11-50,retail,9,34.3,9,0,5,0,0.72,8,0,0.56,0
cust_03892,2024-11-05,300,basic,49,11-50,finance,14,10.0,7,2,7,1,0.77,9,0,0.44,0
cust_03893,2024-07-30,398,free,0,1-10,finance,10,55.6,9,0,3,1,0.21,10,0,0.74,0
cust_03894,2025-03-31,154,free,0,11-50,tech,17,42.1,4,0,10,1,0.72,7,0,0.61,0
cust_03895,2025-01-08,236,free,0,1-10,tech,9,10.2,8,0,0,0,0.67,10,0,0.7,0
cust_03896,2025-04-16,138,free,0,1-10,tech,1,5.0,3,0,66,0,0.65,9,0,0.49,1
cust_03897,2024-02-23,556,free,0,11-50,tech,0,5.0,3,0,7,4,-0.17,5,0,0.26,1
cust_03898,2024-01-04,606,free,0,11-50,healthcare,21,39.7,3,0,0,0,0.83,9,0,0.42,0
cust_03899,2024-10-23,313,free,0,11-50,tech,2,7.8,3,0,3,0,0.27,8,0,0.21,1
cust_03900,2024-08-15,382,basic,49,11-50,other,12,10.0,7,1,1,0,0.49,8,0,0.85,0
cust_03901,2024-06-21,437,basic,49,11-50,retail,22,73.9,7,4,1,0,0.25,7,0,0.85,0
cust_03902,2025-01-21,223,free,0,11-50,other,17,18.8,11,0,0,1,0.36,7,0,0.51,0
cust_03903,2024-12-29,246,free,0,1-10,tech,20,45.8,10,0,0,1,0.64,10,0,0.65,0
cust_03904,2024-02-19,560,basic,49,1-10,healthcare,1,5.0,2,0,51,3,0.04,3,1,0.49,1
cust_03905,2025-04-27,127,free,0,1-10,tech,16,29.3,12,0,1,1,0.78,7,0,0.94,0
cust_03906,2023-09-29,703,basic,49,1-10,healthcare,2,5.0,2,0,3,1,0.29,7,0,0.11,1
cust_03907,2024-03-30,520,free,0,51-200,retail,18,42.3,7,0,0,0,0.58,9,0,0.91,0
cust_03908,2024-07-07,421,free,0,11-50,finance,16,28.8,7,0,2,0,0.62,9,0,0.64,0
cust_03909,2024-01-13,597,premium,199,200+,retail,18,52.3,12,3,0,2,0.23,9,0,0.91,0
cust_03910,2024-01-19,591,basic,49,51-200,retail,14,102.5,12,2,0,2,0.63,9,0,0.75,0
cust_03911,2024-08-06,391,free,0,51-200,tech,2,5.0,7,0,14,1,0.74,8,0,0.17,1
cust_03912,2024-03-13,537,basic,49,1-10,retail,20,117.0,8,2,5,2,0.74,7,0,0.46,0
cust_03913,2023-11-11,660,free,0,51-200,finance,3,5.0,2,0,9,4,-0.22,3,0,0.33,1
cust_03914,2023-10-07,695,basic,49,1-10,tech,13,14.7,10,3,0,2,0.32,8,0,0.85,0
cust_03915,2024-09-30,336,basic,49,1-10,retail,12,70.7,10,2,0,0,0.43,8,0,0.91,0
cust_03916,2024-09-03,363,premium,199,1-10,tech,11,37.1,11,3,3,1,0.3,7,0,0.66,0
cust_03917,2025-04-30,124,free,0,11-50,tech,15,76.5,9,0,1,0,0.37,8,0,0.42,0
cust_03918,2023-09-20,712,premium,199,11-50,tech,10,31.5,11,0,4,0,0.27,8,0,0.64,0
cust_03919,2024-12-18,257,basic,49,1-10,retail,18,25.2,6,1,6,0,0.56,8,0,0.72,0
cust_03920,2025-05-28,96,free,0,1-10,finance,16,10.0,5,0,4,0,0.46,8,0,0.92,0
cust_03921,2025-03-10,175,free,0,1-10,tech,2,10.0,2,0,14,0,0.66,8,0,0.46,1
cust_03922,2024-07-28,400,basic,49,11-50,finance,14,42.6,12,1,5,0,0.61,7,0,0.5,0
cust_03923,2023-09-07,725,free,0,1-10,retail,16,36.6,5,0,2,1,0.38,9,0,0.45,0
cust_03924,2025-07-25,38,free,0,1-10,tech,4,5.0,1,0,10,0,0.65,8,0,0.44,1
cust_03925,2024-06-05,453,basic,49,200+,tech,20,52.1,16,2,1,0,0.42,9,0,0.52,0
cust_03926,2024-02-15,564,basic,49,51-200,tech,13,10.0,6,0,1,2,0.67,10,0,0.88,0
cust_03927,2025-04-21,133,free,0,200+,retail,17,52.3,9,0,0,0,0.7,9,0,0.61,0
cust_03928,2024-08-27,370,free,0,11-50,other,3,5.0,6,0,1,0,0.42,9,0,0.25,1
cust_03929,2024-11-23,282,free,0,1-10,tech,13,18.5,10,0,9,1,0.32,8,0,0.68,0
cust_03930,2025-02-09,204,free,0,51-200,other,0,27.0,3,0,5,0,0.3,9,0,0.31,1
cust_03931,2023-11-30,641,basic,49,200+,finance,14,62.7,7,2,4,1,0.57,9,0,0.61,0
cust_03932,2025-06-14,79,premium,199,51-200,other,4,5.7,2,1,9,1,0.42,8,0,0.29,1
cust_03933,2025-01-16,228,basic,49,51-200,healthcare,12,37.3,5,0,3,0,0.88,7,0,0.89,0
cust_03934,2023-11-09,662,basic,49,200+,retail,1,5.0,4,0,4,0,0.35,7,0,0.12,1
cust_03935,2024-04-30,489,basic,49,1-10,tech,14,94.5,8,1,3,0,0.66,10,0,0.72,0
cust_03936,2025-04-28,126,basic,49,11-50,healthcare,0,5.0,2,0,20,1,-0.17,3,0,0.4,1
cust_03937,2025-01-12,232,free,0,11-50,other,17,37.1,11,0,10,1,0.35,9,0,0.77,0
cust_03938,2025-07-28,35,free,0,51-200,tech,2,5.0,3,0,5,0,0.36,9,1,0.14,1
cust_03939,2024-05-13,476,free,0,51-200,other,17,14.1,10,0,0,1,0.47,10,0,0.43,0
cust_03940,2024-06-16,442,basic,49,51-200,retail,17,36.4,9,1,3,0,0.86,8,0,0.71,0
cust_03941,2024-03-19,531,free,0,11-50,tech,2,5.0,8,0,1,0,0.56,9,0,0.48,1
cust_03942,2024-08-12,385,basic,49,1-10,retail,12,12.1,9,3,0,0,0.74,7,0,0.76,0
cust_03943,2025-01-22,222,premium,199,11-50,other,19,31.6,10,3,3,0,0.48,10,0,0.42,0
cust_03944,2023-11-19,652,free,0,200+,finance,2,5.0,1,0,4,0,0.76,10,0,0.39,1
cust_03945,2023-12-01,640,basic,49,1-10,other,14,33.2,10,0,2,0,0.77,7,0,0.48,0
cust_03946,2025-03-02,183,free,0,51-200,healthcare,17,59.5,11,0,0,0,0.71,9,0,0.56,0
cust_03947,2024-08-05,392,premium,199,1-10,tech,23,62.2,5,4,0,0,0.21,7,0,0.78,0
cust_03948,2024-10-05,331,premium,199,1-10,other,15,15.4,7,1,3,0,0.3,7,0,0.77,0
cust_03949,2025-02-10,203,free,0,51-200,other,27,51.7,7,0,18,0,0.53,7,0,0.52,0
cust_03950,2024-03-27,523,basic,49,11-50,tech,19,30.5,8,5,0,0,0.26,9,0,0.78,0
cust_03951,2025-02-16,197,basic,49,11-50,other,18,10.0,7,0,3,1,0.2,9,0,0.83,0
cust_03952,2024-12-07,268,premium,199,11-50,healthcare,3,5.0,7,2,56,4,-0.16,6,0,0.29,1
cust_03953,2024-10-07,329,basic,49,11-50,finance,20,12.0,6,2,1,0,0.55,7,0,0.75,0
cust_03954,2024-06-05,453,free,0,11-50,retail,19,71.2,3,0,4,2,0.21,8,0,0.89,0
cust_03955,2024-01-31,579,basic,49,11-50,healthcare,16,29.8,8,2,1,0,0.37,9,0,0.43,0
cust_03956,2025-04-21,133,premium,199,11-50,tech,3,32.3,2,1,4,2,0.07,0,1,0.39,1
cust_03957,2025-01-24,220,premium,199,1-10,tech,18,42.8,3,2,4,0,0.2,7,0,0.52,0
cust_03958,2024-08-04,393,free,0,200+,healthcare,14,20.8,5,0,2,0,0.36,9,0,0.64,0
cust_03959,2025-01-02,242,basic,49,11-50,retail,7,37.2,11,0,0,2,0.44,7,0,0.86,0
cust_03960,2024-01-25,585,free,0,200+,tech,1,5.0,2,0,10,0,0.43,7,0,0.46,1
cust_03961,2024-09-30,336,premium,199,200+,healthcare,10,17.6,7,2,2,1,0.44,10,0,0.54,0
cust_03962,2024-05-09,480,basic,49,1-10,healthcare,13,41.8,5,2,1,0,0.83,7,0,0.91,0
cust_03963,2025-07-09,54,basic,49,1-10,finance,15,14.6,5,2,1,0,0.31,8,0,0.46,0
cust_03964,2024-08-27,370,free,0,11-50,finance,17,60.2,7,0,1,1,0.52,9,0,0.67,0
cust_03965,2024-04-25,494,free,0,11-50,healthcare,9,45.8,8,0,3,0,0.76,9,0,0.42,0
cust_03966,2025-04-14,140,free,0,1-10,other,8,37.4,10,0,0,0,0.83,7,0,0.69,0
cust_03967,2024-08-20,377,free,0,1-10,tech,16,44.0,7,0,2,0,0.23,8,0,0.74,0
cust_03968,2024-12-17,258,free,0,200+,healthcare,0,5.0,1,0,0,0,-0.34,2,0,0.3,1
cust_03969,2023-11-19,652,free,0,51-200,tech,15,69.5,8,0,3,0,0.23,10,0,0.66,0
cust_03970,2023-09-14,718,free,0,51-200,finance,17,31.5,6,0,3,1,0.55,8,0,0.51,0
